,Date,price,buys_per_hour,sells_per_hour,volume_bought_per_hour,volume_sold_per_hour,size_bought_per_hour,size_sold_per_hour
237,2021-01-13 10:00:00,34640.9,0.0,2.0,0.0,4088.385362,0.0,0.1174
238,2021-01-13 11:00:00,35196.17,13.0,0.0,742.4022649999999,0.0,0.0212,0.0
239,2021-01-13 12:00:00,34391.49,1.0,0.0,925.131081,0.0,0.0269,0.0
240,2021-01-13 13:00:00,34235.37,1.0,0.0,513.53055,0.0,0.015,0.0
241,2021-01-13 15:00:00,34482.59,1.0,8.0,96.551252,9407.415472,0.0028,0.27449999999999997
242,2021-01-13 17:00:00,34995.1,1.0,0.0,1403.30351,0.0,0.0401,0.0
243,2021-01-13 18:00:00,35720.88,0.0,2.0,0.0,5995.608496,0.0,0.16790000000000002
244,2021-01-13 20:00:00,35855.17,1.0,0.0,910.721318,0.0,0.0254,0.0
245,2021-01-13 21:00:00,36500.0,0.0,1.0,0.0,62.05,0.0,0.0017
246,2021-01-13 22:00:00,37037.28,1.0,0.0,996.302832,0.0,0.0269,0.0
247,2021-01-13 23:00:00,37304.19,2.0,0.0,492.415308,0.0,0.0132,0.0
248,2021-01-14 00:00:00,37684.55,1.0,3.0,3.768455,4034.88446,0.0001,0.1066
249,2021-01-14 01:00:00,37638.66,1.0,1.0,624.801756,105.073332,0.0166,0.0028
250,2021-01-14 02:00:00,37482.21,1.0,1.0,795.261608,4048.07868,0.0212,0.108
251,2021-01-14 04:00:00,36921.18,2.0,1.0,274.308744,59.36,0.0074,0.0016
252,2021-01-14 05:00:00,37579.78,4.0,1.0,753.852942,150.31912,0.0201,0.004
253,2021-01-14 06:00:00,38000.0,3.0,1.0,2996.719203,19.0,0.0797,0.0005
254,2021-01-14 07:00:00,38306.52,1.0,1.0,318.944764,317.944116,0.0083,0.0083
255,2021-01-14 08:00:00,38680.0,0.0,1.0,0.0,421.612,0.0,0.0109
256,2021-01-14 09:00:00,38191.84,1.0,0.0,61.106944,0.0,0.0016,0.0
257,2021-01-14 11:00:00,38114.61,1.0,1.0,7565.750085,531.30483,0.1985,0.0138
258,2021-01-14 13:00:00,38950.0,1.0,3.0,7.721818,1717.7761409999998,0.0002,0.0442
259,2021-01-14 14:00:00,39705.76,10.0,3.0,4601.447601,788.3166,0.1166,0.0199
260,2021-01-14 15:00:00,39509.56,2.0,5.0,197.693375,9241.856342000001,0.005,0.2336
261,2021-01-14 16:00:00,39669.33,3.0,1.0,2086.132066,19.85282,0.0526,0.0005
262,2021-01-14 21:00:00,38413.32,0.0,1.0,0.0,215.114592,0.0,0.0056
263,2021-01-14 22:00:00,38562.8,0.0,8.0,0.0,57084.51284,0.0,1.4803
264,2021-01-14 23:00:00,39065.69,3.0,1.0,1998.987264,42.972259,0.051199999999999996,0.0011
265,2021-01-15 00:00:00,39437.65,1.0,0.0,138.031775,0.0,0.0035,0.0
266,2021-01-15 01:00:00,39180.95,3.0,0.0,757.862846,0.0,0.019299999999999998,0.0
267,2021-01-15 03:00:00,38878.11,1.0,0.0,5851.155555,0.0,0.1505,0.0
268,2021-01-15 04:00:00,38605.46,4.0,1.0,3157.170568,957.34026,0.0816,0.0249
269,2021-01-15 05:00:00,38722.85,0.0,1.0,0.0,1382.405745,0.0,0.0357
270,2021-01-15 06:00:00,37921.48,4.0,0.0,4912.797705,0.0,0.13,0.0
271,2021-01-15 07:00:00,38388.99,1.0,0.0,1497.17061,0.0,0.039,0.0
272,2021-01-15 11:00:00,38069.59,1.0,1.0,98.980934,875.504098,0.0026,0.0229
273,2021-01-15 12:00:00,37581.53,3.0,1.0,4655.276688,1547.326346,0.124,0.0409
274,2021-01-15 13:00:00,37623.31,1.0,2.0,7.524662,4584.306704,0.0002,0.12140000000000001
275,2021-01-15 14:00:00,37125.95,13.0,0.0,31622.957266999998,0.0,0.85,0.0
276,2021-01-15 15:00:00,40000.0,15.0,2.0,9170.823688,400.49224,0.2509,0.0102
277,2021-01-15 16:00:00,36178.77,13.0,0.0,20008.517537,0.0,0.5655,0.0
278,2021-01-15 17:00:00,35414.9,7.0,0.0,1656.811415,0.0,0.0465,0.0
279,2021-01-15 19:00:00,35524.87,2.0,0.0,95.910069,0.0,0.0027,0.0
280,2021-01-15 22:00:00,36250.3,1.0,0.0,1787.13979,0.0,0.0493,0.0
281,2021-01-16 00:00:00,37300.0,3.0,4.0,1230.0243659999999,744.683546,0.0332,0.0201
